id,original_text,normalized_text,token_ids,token_length,text_length
hassaniya_0173,بيه آش بيه اللا ذا بيه صعوبة السوق صعوبة المنافسين بيه اللي أصلا هو ايكد ايعود ما كان عندو المؤهلات الكافية لإدارة ذا المشروع,بيه اش بيه اللا ذا بيه صعوبه السوق صعوبه المنافسين بيه اللي اصلا هو ايكد ايعود ما كان عندو الموهلات الكافيه لاداره ذا المشروع,"[6, 33, 31, 3, 5, 17, 3, 6, 33, 31, 3, 5, 28, 28, 5, 3, 13, 5, 3, 6, 33, 31, 3, 18, 22, 32, 6, 31, 3, 5, 28, 16, 32, 26, 3, 18, 22, 32, 6, 31, 3, 5, 28, 29, 30, 5, 25, 16, 33, 30, 3, 6, 33, 31, 3, 5, 28, 28, 33, 3, 5, 18, 28, 5, 3, 31, 32, 3, 5, 33, 27, 12, 3, 5, 33, 22, 32, 12, 3, 29, 5, 3, 27, 5, 30, 3, 22, 30, 12, 32, 3, 5, 28, 29, 32, 31, 28, 5, 7, 3, 5, 28, 27, 5, 25, 33, 31, 3, 28, 5, 12, 5, 14, 31, 3, 13, 5, 3, 5, 28, 29, 17, 14, 32, 22]",125,125
hassaniya_0174,دول إفريقية ثم بعد ذلك,دول افريقيه ثم بعد ذلك,"[12, 32, 28, 3, 5, 25, 14, 33, 26, 33, 31, 3, 8, 29, 3, 6, 22, 12, 3, 13, 28, 27]",22,22
hassaniya_0175,بيهلي ما طموحو عنو ايبات يصهر الليالي دائما ما طموحو عنو يجبر ذاك من الضغط النفسي المتواصل اللي,بيهلي ما طموحو عنو ايبات يصهر الليالي دايما ما طموحو عنو يجبر ذاك من الضغط النفسي المتواصل اللي,"[6, 33, 31, 28, 33, 3, 29, 5, 3, 20, 29, 32, 10, 32, 3, 22, 30, 32, 3, 5, 33, 6, 5, 7, 3, 33, 18, 31, 14, 3, 5, 28, 28, 33, 5, 28, 33, 3, 12, 5, 33, 29, 5, 3, 29, 5, 3, 20, 29, 32, 10, 32, 3, 22, 30, 32, 3, 33, 9, 6, 14, 3, 13, 5, 27, 3, 29, 30, 3, 5, 28, 19, 23, 20, 3, 5, 28, 30, 25, 16, 33, 3, 5, 28, 29, 7, 32, 5, 18, 28, 3, 5, 28, 28, 33]",95,95
hassaniya_0176,ما معناها عنك لابد من اتعود رائد أعمال اياك اتعود ناجح اتكد اتعود موظف وتعود ناجح,ما معناها عنك لابد من اتعود رايد اعمال اياك اتعود ناجح اتكد اتعود موظف وتعود ناجح,"[29, 5, 3, 29, 22, 30, 5, 31, 5, 3, 22, 30, 27, 3, 28, 5, 6, 12, 3, 29, 30, 3, 5, 7, 22, 32, 12, 3, 14, 5, 33, 12, 3, 5, 22, 29, 5, 28, 3, 5, 33, 5, 27, 3, 5, 7, 22, 32, 12, 3, 30, 5, 9, 10, 3, 5, 7, 27, 12, 3, 5, 7, 22, 32, 12, 3, 29, 32, 21, 25, 3, 32, 7, 22, 32, 12, 3, 30, 5, 9, 10]",81,81
hassaniya_0177,وبالتالي اللا كلهم عندو فوايدو,وبالتالي اللا كلهم عندو فوايدو,"[32, 6, 5, 28, 7, 5, 28, 33, 3, 5, 28, 28, 5, 3, 27, 28, 31, 29, 3, 22, 30, 12, 32, 3, 25, 32, 5, 33, 12, 32]",30,30
hassaniya_0178,صالح ولد حنن بلمناسبة,صالح ولد حنن بلمناسبه,"[18, 5, 28, 10, 3, 32, 28, 12, 3, 10, 30, 30, 3, 6, 28, 29, 30, 5, 16, 6, 31]",21,21
hassaniya_0179,يغير يالل تتخمم فذا اللاهي ايميزك عنهم كمهارتك,يغير يالل تتخمم فذا اللاهي ايميزك عنهم كمهارتك,"[33, 23, 33, 14, 3, 33, 5, 28, 28, 3, 7, 7, 11, 29, 29, 3, 25, 13, 5, 3, 5, 28, 28, 5, 31, 33, 3, 5, 33, 29, 33, 15, 27, 3, 22, 30, 31, 29, 3, 27, 29, 31, 5, 14, 7, 27]",46,46
hassaniya_0180,المهارات يالل حد ايتم يطورهم بشكل مستمر,المهارات يالل حد ايتم يطورهم بشكل مستمر,"[5, 28, 29, 31, 5, 14, 5, 7, 3, 33, 5, 28, 28, 3, 10, 12, 3, 5, 33, 7, 29, 3, 33, 20, 32, 14, 31, 29, 3, 6, 17, 27, 28, 3, 29, 16, 7, 29, 14]",39,39
hassaniya_0181,أفضل شي ننصح بيه,افضل شي ننصح بيه,"[5, 25, 19, 28, 3, 17, 33, 3, 30, 30, 18, 10, 3, 6, 33, 31]",16,16
hassaniya_0182,يلين تعكب تتطور وتعود مؤسسة,يلين تعكب تتطور وتعود موسسه,"[33, 28, 33, 30, 3, 7, 22, 27, 6, 3, 7, 7, 20, 32, 14, 3, 32, 7, 22, 32, 12, 3, 29, 32, 16, 16, 31]",27,27
hassaniya_0183,علنو هذا المشروع بعد أخمس سنوات والل بعد اثلت سنوات والل بعد أربع سنوات,علنو هذا المشروع بعد اخمس سنوات والل بعد اثلت سنوات والل بعد اربع سنوات,"[22, 28, 30, 32, 3, 31, 13, 5, 3, 5, 28, 29, 17, 14, 32, 22, 3, 6, 22, 12, 3, 5, 11, 29, 16, 3, 16, 30, 32, 5, 7, 3, 32, 5, 28, 28, 3, 6, 22, 12, 3, 5, 8, 28, 7, 3, 16, 30, 32, 5, 7, 3, 32, 5, 28, 28, 3, 6, 22, 12, 3, 5, 14, 6, 22, 3, 16, 30, 32, 5, 7]",71,71
hassaniya_0184,تمشي ايلا أعشر ملايين قديمة,تمشي ايلا اعشر ملايين قديمه,"[7, 29, 17, 33, 3, 5, 33, 28, 5, 3, 5, 22, 17, 14, 3, 29, 28, 5, 33, 33, 30, 3, 26, 12, 33, 29, 31]",27,27
hassaniya_0185,ايعيش ظروف,ايعيش ظروف,"[5, 33, 22, 33, 17, 3, 21, 14, 32, 25]",10,10
hassaniya_0186,يالل انفكرو فحالة,يالل انفكرو فحاله,"[33, 5, 28, 28, 3, 5, 30, 25, 27, 14, 32, 3, 25, 10, 5, 28, 31]",17,17
hassaniya_0187,فيها فساد اكبير,فيها فساد اكبير,"[25, 33, 31, 5, 3, 25, 16, 5, 12, 3, 5, 27, 6, 33, 14]",15,15
hassaniya_0188,مهاراتك الشخصية,مهاراتك الشخصيه,"[29, 31, 5, 14, 5, 7, 27, 3, 5, 28, 17, 11, 18, 33, 31]",15,15
hassaniya_0189,قط أسمعت  في مقابلة,قط اسمعت في مقابله,"[26, 20, 3, 5, 16, 29, 22, 7, 3, 25, 33, 3, 29, 26, 5, 6, 28, 31]",18,19
hassaniya_0190,شنه تأثيرو عليك انت,شنه تاثيرو عليك انت,"[17, 30, 31, 3, 7, 5, 8, 33, 14, 32, 3, 22, 28, 33, 27, 3, 5, 30, 7]",19,19
hassaniya_0191,الظاهر فيها عنها,الظاهر فيها عنها,"[5, 28, 21, 5, 31, 14, 3, 25, 33, 31, 5, 3, 22, 30, 31, 5]",16,16
hassaniya_0192,المتعة كاع الحقيقية في المسار ماهي في الوصول,المتعه كاع الحقيقيه في المسار ماهي في الوصول,"[5, 28, 29, 7, 22, 31, 3, 27, 5, 22, 3, 5, 28, 10, 26, 33, 26, 33, 31, 3, 25, 33, 3, 5, 28, 29, 16, 5, 14, 3, 29, 5, 31, 33, 3, 25, 33, 3, 5, 28, 32, 18, 32, 28]",44,44
hassaniya_0193,مندره شنه رأيكم والل شتكولو فمطلح الفارس,مندره شنه رايكم والل شتكولو فمطلح الفارس,"[29, 30, 12, 14, 31, 3, 17, 30, 31, 3, 14, 5, 33, 27, 29, 3, 32, 5, 28, 28, 3, 17, 7, 27, 32, 28, 32, 3, 25, 29, 20, 28, 10, 3, 5, 28, 25, 5, 14, 16]",40,40
hassaniya_0194,تستقنى بأي طريقة,تستقني باي طريقه,"[7, 16, 7, 26, 30, 33, 3, 6, 5, 33, 3, 20, 14, 33, 26, 31]",16,16
hassaniya_0195,وعنها يالل يبتعد عنها ويالل املي أهلها,وعنها يالل يبتعد عنها ويالل املي اهلها,"[32, 22, 30, 31, 5, 3, 33, 5, 28, 28, 3, 33, 6, 7, 22, 12, 3, 22, 30, 31, 5, 3, 32, 33, 5, 28, 28, 3, 5, 29, 28, 33, 3, 5, 31, 28, 31, 5]",38,38
hassaniya_0196,فبداية مسارك المهني وغيرها اتعود فم,فبدايه مسارك المهني وغيرها اتعود فم,"[25, 6, 12, 5, 33, 31, 3, 29, 16, 5, 14, 27, 3, 5, 28, 29, 31, 30, 33, 3, 32, 23, 33, 14, 31, 5, 3, 5, 7, 22, 32, 12, 3, 25, 29]",35,35
hassaniya_0197,تغيير الدول,تغيير الدول,"[7, 23, 33, 33, 14, 3, 5, 28, 12, 32, 28]",11,11
hassaniya_0198,من ناحية العقليات ومن ناحية الممارسة,من ناحيه العقليات ومن ناحيه الممارسه,"[29, 30, 3, 30, 5, 10, 33, 31, 3, 5, 28, 22, 26, 28, 33, 5, 7, 3, 32, 29, 30, 3, 30, 5, 10, 33, 31, 3, 5, 28, 29, 29, 5, 14, 16, 31]",36,36
hassaniya_0199,عنهم لابدالهم من جهد,عنهم لابدالهم من جهد,"[22, 30, 31, 29, 3, 28, 5, 6, 12, 5, 28, 31, 29, 3, 29, 30, 3, 9, 31, 12]",20,20
hassaniya_0200,وشرب الشاي بلياسمين وذ كامل,وشرب الشاي بلياسمين وذ كامل,"[32, 17, 14, 6, 3, 5, 28, 17, 5, 33, 3, 6, 28, 33, 5, 16, 29, 33, 30, 3, 32, 13, 3, 27, 5, 29, 28]",27,27
hassaniya_0201,ويلين اتعود الناس اللي,ويلين اتعود الناس اللي,"[32, 33, 28, 33, 30, 3, 5, 7, 22, 32, 12, 3, 5, 28, 30, 5, 16, 3, 5, 28, 28, 33]",22,22
hassaniya_0202,اماسية هي عنها ما كط,اماسيه هي عنها ما كط,"[5, 29, 5, 16, 33, 31, 3, 31, 33, 3, 22, 30, 31, 5, 3, 29, 5, 3, 27, 20]",20,20
hassaniya_0203,بطريقة غير شرعية,بطريقه غير شرعيه,"[6, 20, 14, 33, 26, 31, 3, 23, 33, 14, 3, 17, 14, 22, 33, 31]",16,16
hassaniya_0204,وأهلها ما كطو استفادو بيها,واهلها ما كطو استفادو بيها,"[32, 5, 31, 28, 31, 5, 3, 29, 5, 3, 27, 20, 32, 3, 5, 16, 7, 25, 5, 12, 32, 3, 6, 33, 31, 5]",26,26
hassaniya_0205,خالكـ شي من الناس يختير دايما لمور اتم الللا,خالكـ شي من الناس يختير دايما لمور اتم الللا,"[11, 5, 28, 27, 24, 3, 17, 33, 3, 29, 30, 3, 5, 28, 30, 5, 16, 3, 33, 11, 7, 33, 14, 3, 12, 5, 33, 29, 5, 3, 28, 29, 32, 14, 3, 5, 7, 29, 3, 5, 28, 28, 28, 5]",44,44
hassaniya_0206,معناها عنك متفرج,معناها عنك متفرج,"[29, 22, 30, 5, 31, 5, 3, 22, 30, 27, 3, 29, 7, 25, 14, 9]",16,16
hassaniya_0207,ما تسمع أي رأي يسو شنه ولا تسمع حتى المعارضين,ما تسمع اي راي يسو شنه ولا تسمع حتي المعارضين,"[29, 5, 3, 7, 16, 29, 22, 3, 5, 33, 3, 14, 5, 33, 3, 33, 16, 32, 3, 17, 30, 31, 3, 32, 28, 5, 3, 7, 16, 29, 22, 3, 10, 7, 33, 3, 5, 28, 29, 22, 5, 14, 19, 33, 30]",45,45
hassaniya_0208,وعات الناس,وعات الناس,"[32, 22, 5, 7, 3, 5, 28, 30, 5, 16]",10,10
hassaniya_0209,يلين نعكبو ان شاء الله تعالى,يلين نعكبو ان شاء الله تعالي,"[33, 28, 33, 30, 3, 30, 22, 27, 6, 32, 3, 5, 30, 3, 17, 5, 4, 3, 5, 28, 28, 31, 3, 7, 22, 5, 28, 33]",28,28
hassaniya_0210,تمت عدة مشاورات,تمت عده مشاورات,"[7, 29, 7, 3, 22, 12, 31, 3, 29, 17, 5, 32, 14, 5, 7]",15,15
hassaniya_0211,يقير ألا لاه نعطيكم مثال,يقير الا لاه نعطيكم مثال,"[33, 26, 33, 14, 3, 5, 28, 5, 3, 28, 5, 31, 3, 30, 22, 20, 33, 27, 29, 3, 29, 8, 5, 28]",24,24
hassaniya_0212,تواجدنا فاعماق موريتاني,تواجدنا فاعماق موريتاني,"[7, 32, 5, 9, 12, 30, 5, 3, 25, 5, 22, 29, 5, 26, 3, 29, 32, 14, 33, 7, 5, 30, 33]",23,23
hassaniya_0213,الوقت حان علنو,الوقت حان علنو,"[5, 28, 32, 26, 7, 3, 10, 5, 30, 3, 22, 28, 30, 32]",14,14
hassaniya_0214,يغير املي يلين ايعود ماه شايف ذاتو في السياسة,يغير املي يلين ايعود ماه شايف ذاتو في السياسه,"[33, 23, 33, 14, 3, 5, 29, 28, 33, 3, 33, 28, 33, 30, 3, 5, 33, 22, 32, 12, 3, 29, 5, 31, 3, 17, 5, 33, 25, 3, 13, 5, 7, 32, 3, 25, 33, 3, 5, 28, 16, 33, 5, 16, 31]",45,45
hassaniya_0215,ولا انكدو ملي انعودو خارج السياسة كاملين,ولا انكدو ملي انعودو خارج السياسه كاملين,"[32, 28, 5, 3, 5, 30, 27, 12, 32, 3, 29, 28, 33, 3, 5, 30, 22, 32, 12, 32, 3, 11, 5, 14, 9, 3, 5, 28, 16, 33, 5, 16, 31, 3, 27, 5, 29, 28, 33, 30]",40,40
hassaniya_0216,يغير كاع السياسة تتواصل بطريقة أو بأخرى حتى يلو عدت مانك,يغير كاع السياسه تتواصل بطريقه او باخري حتي يلو عدت مانك,"[33, 23, 33, 14, 3, 27, 5, 22, 3, 5, 28, 16, 33, 5, 16, 31, 3, 7, 7, 32, 5, 18, 28, 3, 6, 20, 14, 33, 26, 31, 3, 5, 32, 3, 6, 5, 11, 14, 33, 3, 10, 7, 33, 3, 33, 28, 32, 3, 22, 12, 7, 3, 29, 5, 30, 27]",56,56
hassaniya_0217,هو لاه أقيس بيه بيت أمونك,هو لاه اقيس بيه بيت امونك,"[31, 32, 3, 28, 5, 31, 3, 5, 26, 33, 16, 3, 6, 33, 31, 3, 6, 33, 7, 3, 5, 29, 32, 30, 27]",25,25
hassaniya_0218,هذ أمال رائد من الجيش,هذ امال رايد من الجيش,"[31, 13, 3, 5, 29, 5, 28, 3, 14, 5, 33, 12, 3, 29, 30, 3, 5, 28, 9, 33, 17]",21,21
hassaniya_0219,بينما نحن في موريتان  عدن الرأي العام مشوه,بينما نحن في موريتان عدن الراي العام مشوه,"[6, 33, 30, 29, 5, 3, 30, 10, 30, 3, 25, 33, 3, 29, 32, 14, 33, 7, 5, 30, 3, 22, 12, 30, 3, 5, 28, 14, 5, 33, 3, 5, 28, 22, 5, 29, 3, 29, 17, 32, 31]",41,42
hassaniya_0220,لعليات,لعليات,"[28, 22, 28, 33, 5, 7]",6,6
hassaniya_0221,مرحب و السهل بيكم كاملين,مرحب و السهل بيكم كاملين,"[29, 14, 10, 6, 3, 32, 3, 5, 28, 16, 31, 28, 3, 6, 33, 27, 29, 3, 27, 5, 29, 28, 33, 30]",24,24
hassaniya_0222,شاكين أعل شمن الدخان قال أن دار فيهم كاسرات و أخلاهم,شاكين اعل شمن الدخان قال ان دار فيهم كاسرات و اخلاهم,"[17, 5, 27, 33, 30, 3, 5, 22, 28, 3, 17, 29, 30, 3, 5, 28, 12, 11, 5, 30, 3, 26, 5, 28, 3, 5, 30, 3, 12, 5, 14, 3, 25, 33, 31, 29, 3, 27, 5, 16, 14, 5, 7, 3, 32, 3, 5, 11, 28, 5, 31, 29]",52,52
hassaniya_0223,ذ هو يقالك هذ زعيم ولا قط أشاف نوع  مافيهم واحد قط جات فيه  نطح ولافيهم واحد قط نهرس,ذ هو يقالك هذ زعيم ولا قط اشاف نوع مافيهم واحد قط جات فيه نطح ولافيهم واحد قط نهرس,"[13, 3, 31, 32, 3, 33, 26, 5, 28, 27, 3, 31, 13, 3, 15, 22, 33, 29, 3, 32, 28, 5, 3, 26, 20, 3, 5, 17, 5, 25, 3, 30, 32, 22, 3, 29, 5, 25, 33, 31, 29, 3, 32, 5, 10, 12, 3, 26, 20, 3, 9, 5, 7, 3, 25, 33, 31, 3, 30, 20, 10, 3, 32, 28, 5, 25, 33, 31, 29, 3, 32, 5, 10, 12, 3, 26, 20, 3, 30, 31, 14, 16]",82,84
hassaniya_0224,ولافيهم واحد قط أتعرض الوعكة صحية,ولافيهم واحد قط اتعرض الوعكه صحيه,"[32, 28, 5, 25, 33, 31, 29, 3, 32, 5, 10, 12, 3, 26, 20, 3, 5, 7, 22, 14, 19, 3, 5, 28, 32, 22, 27, 31, 3, 18, 10, 33, 31]",33,33
hassaniya_0225,مايبقي قاع يوخظ الحبس,مايبقي قاع يوخظ الحبس,"[29, 5, 33, 6, 26, 33, 3, 26, 5, 22, 3, 33, 32, 11, 21, 3, 5, 28, 10, 6, 16]",21,21
hassaniya_0226,عاقب ذاك,عاقب ذاك,"[22, 5, 26, 6, 3, 13, 5, 27]",8,8
hassaniya_0227,أن ننتقد كل أركاج,ان ننتقد كل اركاج,"[5, 30, 3, 30, 30, 7, 26, 12, 3, 27, 28, 3, 5, 14, 27, 5, 9]",17,17
hassaniya_0228,لحباس أملي,لحباس املي,"[28, 10, 6, 5, 16, 3, 5, 29, 28, 33]",10,10
hassaniya_0229,في شد و عد ماقط هم  أعدل راس راس,في شد و عد ماقط هم اعدل راس راس,"[25, 33, 3, 17, 12, 3, 32, 3, 22, 12, 3, 29, 5, 26, 20, 3, 31, 29, 3, 5, 22, 12, 28, 3, 14, 5, 16, 3, 14, 5, 16]",31,32
hassaniya_0230,يقير لاه نعطي نماذج هون عن موريتاني ماه دولة أوتوف وعن ذ النظام أل ظرك ألا يطمس,يقير لاه نعطي نماذج هون عن موريتاني ماه دوله اوتوف وعن ذ النظام ال ظرك الا يطمس,"[33, 26, 33, 14, 3, 28, 5, 31, 3, 30, 22, 20, 33, 3, 30, 29, 5, 13, 9, 3, 31, 32, 30, 3, 22, 30, 3, 29, 32, 14, 33, 7, 5, 30, 33, 3, 29, 5, 31, 3, 12, 32, 28, 31, 3, 5, 32, 7, 32, 25, 3, 32, 22, 30, 3, 13, 3, 5, 28, 30, 21, 5, 29, 3, 5, 28, 3, 21, 14, 27, 3, 5, 28, 5, 3, 33, 20, 29, 16]",79,79
hassaniya_0231,شفتهم يامس,شفتهم يامس,"[17, 25, 7, 31, 29, 3, 33, 5, 29, 16]",10,10
hassaniya_0232,ولايبقالي والي ولاتالي,ولايبقالي والي ولاتالي,"[32, 28, 5, 33, 6, 26, 5, 28, 33, 3, 32, 5, 28, 33, 3, 32, 28, 5, 7, 5, 28, 33]",22,22
hassaniya_0233,ولين نسمي صاحبهم أل حاكملهم ليد بيرام يول أعلي بساجة هو ولايبق أعلي لاوالي ولا تالي وبتالي أن هو الوحيد,ولين نسمي صاحبهم ال حاكملهم ليد بيرام يول اعلي بساجه هو ولايبق اعلي لاوالي ولا تالي وبتالي ان هو الوحيد,"[32, 28, 33, 30, 3, 30, 16, 29, 33, 3, 18, 5, 10, 6, 31, 29, 3, 5, 28, 3, 10, 5, 27, 29, 28, 31, 29, 3, 28, 33, 12, 3, 6, 33, 14, 5, 29, 3, 33, 32, 28, 3, 5, 22, 28, 33, 3, 6, 16, 5, 9, 31, 3, 31, 32, 3, 32, 28, 5, 33, 6, 26, 3, 5, 22, 28, 33, 3, 28, 5, 32, 5, 28, 33, 3, 32, 28, 5, 3, 7, 5, 28, 33, 3, 32, 6, 7, 5, 28, 33, 3, 5, 30, 3, 31, 32, 3, 5, 28, 32, 10, 33, 12]",103,103
hassaniya_0234,نمشي أمع الباطل لابلمجاملات  ولايلوحني فيه هذ أل يقال,نمشي امع الباطل لابلمجاملات ولايلوحني فيه هذ ال يقال,"[30, 29, 17, 33, 3, 5, 29, 22, 3, 5, 28, 6, 5, 20, 28, 3, 28, 5, 6, 28, 29, 9, 5, 29, 28, 5, 7, 3, 32, 28, 5, 33, 28, 32, 10, 30, 33, 3, 25, 33, 31, 3, 31, 13, 3, 5, 28, 3, 33, 26, 5, 28]",52,53
hassaniya_0235,لين نحبس محمدبوي ماسمعناه,لين نحبس محمدبوي ماسمعناه,"[28, 33, 30, 3, 30, 10, 6, 16, 3, 29, 10, 29, 12, 6, 32, 33, 3, 29, 5, 16, 29, 22, 30, 5, 31]",25,25
hassaniya_0236,يتكلم عن حبس لعليات  تبيبة خلدت في الحبس تبيبة منت عالي الداي ذيك الساعة داير أن صوره هون وذكر بيه و طالب عنه تنطلس,يتكلم عن حبس لعليات تبيبه خلدت في الحبس تبيبه منت عالي الداي ذيك الساعه داير ان صوره هون وذكر بيه و طالب عنه تنطلس,"[33, 7, 27, 28, 29, 3, 22, 30, 3, 10, 6, 16, 3, 28, 22, 28, 33, 5, 7, 3, 7, 6, 33, 6, 31, 3, 11, 28, 12, 7, 3, 25, 33, 3, 5, 28, 10, 6, 16, 3, 7, 6, 33, 6, 31, 3, 29, 30, 7, 3, 22, 5, 28, 33, 3, 5, 28, 12, 5, 33, 3, 13, 33, 27, 3, 5, 28, 16, 5, 22, 31, 3, 12, 5, 33, 14, 3, 5, 30, 3, 18, 32, 14, 31, 3, 31, 32, 30, 3, 32, 13, 27, 14, 3, 6, 33, 31, 3, 32, 3, 20, 5, 28, 6, 3, 22, 30, 31, 3, 7, 30, 20, 28, 16]",114,115
hassaniya_0237,أعل لقل ذ المزال من عمر يفوت بعيد عن مآسي أهل موريتاني,اعل لقل ذ المزال من عمر يفوت بعيد عن ماسي اهل موريتاني,"[5, 22, 28, 3, 28, 26, 28, 3, 13, 3, 5, 28, 29, 15, 5, 28, 3, 29, 30, 3, 22, 29, 14, 3, 33, 25, 32, 7, 3, 6, 22, 33, 12, 3, 22, 30, 3, 29, 5, 16, 33, 3, 5, 31, 28, 3, 29, 32, 14, 33, 7, 5, 30, 33]",54,54
hassaniya_0238,ذ مايقال الحقوق الحقوق في العالم تقال الركاج,ذ مايقال الحقوق الحقوق في العالم تقال الركاج,"[13, 3, 29, 5, 33, 26, 5, 28, 3, 5, 28, 10, 26, 32, 26, 3, 5, 28, 10, 26, 32, 26, 3, 25, 33, 3, 5, 28, 22, 5, 28, 29, 3, 7, 26, 5, 28, 3, 5, 28, 14, 27, 5, 9]",44,44
hassaniya_0239,ياسر من الأغبياء في الخارج ذ ماه عارف يغير قاع بسيط,ياسر من الاغبياء في الخارج ذ ماه عارف يغير قاع بسيط,"[33, 5, 16, 14, 3, 29, 30, 3, 5, 28, 5, 23, 6, 33, 5, 4, 3, 25, 33, 3, 5, 28, 11, 5, 14, 9, 3, 13, 3, 29, 5, 31, 3, 22, 5, 14, 25, 3, 33, 23, 33, 14, 3, 26, 5, 22, 3, 6, 16, 33, 20]",51,51
hassaniya_0240,بيهلي حقوقي,بيهلي حقوقي,"[6, 33, 31, 28, 33, 3, 10, 26, 32, 26, 33]",11,11
hassaniya_0241,يقير ذ ألي في موريتاني شي يقال دعاة الونية,يقير ذ الي في موريتاني شي يقال دعاه الونيه,"[33, 26, 33, 14, 3, 13, 3, 5, 28, 33, 3, 25, 33, 3, 29, 32, 14, 33, 7, 5, 30, 33, 3, 17, 33, 3, 33, 26, 5, 28, 3, 12, 22, 5, 31, 3, 5, 28, 32, 30, 33, 31]",42,42
hassaniya_0242,محمدبوي قبظوه من الكاج هو ألا ديك في الكاج,محمدبوي قبظوه من الكاج هو الا ديك في الكاج,"[29, 10, 29, 12, 6, 32, 33, 3, 26, 6, 21, 32, 31, 3, 29, 30, 3, 5, 28, 27, 5, 9, 3, 31, 32, 3, 5, 28, 5, 3, 12, 33, 27, 3, 25, 33, 3, 5, 28, 27, 5, 9]",42,42
hassaniya_0243,وهذ الفظة أل تتفق أعليك أبني منه طب لسرطان,وهذ الفظه ال تتفق اعليك ابني منه طب لسرطان,"[32, 31, 13, 3, 5, 28, 25, 21, 31, 3, 5, 28, 3, 7, 7, 25, 26, 3, 5, 22, 28, 33, 27, 3, 5, 6, 30, 33, 3, 29, 30, 31, 3, 20, 6, 3, 28, 16, 14, 20, 5, 30]",42,42
hassaniya_0244,ول  الود داخل  بأربع ميه و أثمانين صوت,ول الود داخل باربع ميه و اثمانين صوت,"[32, 28, 3, 5, 28, 32, 12, 3, 12, 5, 11, 28, 3, 6, 5, 14, 6, 22, 3, 29, 33, 31, 3, 32, 3, 5, 8, 29, 5, 30, 33, 30, 3, 18, 32, 7]",36,38
hassaniya_0245,ذ منادم أل لاه أدكدك الدني,ذ منادم ال لاه ادكدك الدني,"[13, 3, 29, 30, 5, 12, 29, 3, 5, 28, 3, 28, 5, 31, 3, 5, 12, 27, 12, 27, 3, 5, 28, 12, 30, 33]",26,26
hassaniya_0246,ووحدات ثانيات أمعاه هم داخلين بألف صوت وأشوي ذ نبت ونحن نتكلم عن بلد,ووحدات ثانيات امعاه هم داخلين بالف صوت واشوي ذ نبت ونحن نتكلم عن بلد,"[32, 32, 10, 12, 5, 7, 3, 8, 5, 30, 33, 5, 7, 3, 5, 29, 22, 5, 31, 3, 31, 29, 3, 12, 5, 11, 28, 33, 30, 3, 6, 5, 28, 25, 3, 18, 32, 7, 3, 32, 5, 17, 32, 33, 3, 13, 3, 30, 6, 7, 3, 32, 30, 10, 30, 3, 30, 7, 27, 28, 29, 3, 22, 30, 3, 6, 28, 12]",68,68
hassaniya_0247,أقريب من ست ملايين,اقريب من ست ملايين,"[5, 26, 14, 33, 6, 3, 29, 30, 3, 16, 7, 3, 29, 28, 5, 33, 33, 30]",18,18
hassaniya_0248,ويعد ألا نيمروات,ويعد الا نيمروات,"[32, 33, 22, 12, 3, 5, 28, 5, 3, 30, 33, 29, 14, 32, 5, 7]",16,16
hassaniya_0249,والغريب عن أعيت أشوف وحدين,والغريب عن اعيت اشوف وحدين,"[32, 5, 28, 23, 14, 33, 6, 3, 22, 30, 3, 5, 22, 33, 7, 3, 5, 17, 32, 25, 3, 32, 10, 12, 33, 30]",26,26
hassaniya_0250,وأقبظ تركتك و أمشي جيبهم لختك ول الخوك,واقبظ تركتك و امشي جيبهم لختك ول الخوك,"[32, 5, 26, 6, 21, 3, 7, 14, 27, 7, 27, 3, 32, 3, 5, 29, 17, 33, 3, 9, 33, 6, 31, 29, 3, 28, 11, 7, 27, 3, 32, 28, 3, 5, 28, 11, 32, 27]",38,38
hassaniya_0251,أن هو الوحيد,ان هو الوحيد,"[5, 30, 3, 31, 32, 3, 5, 28, 32, 10, 33, 12]",12,12
hassaniya_0252,أن عدي بيكم في العشرايه التالية,ان عدي بيكم في العشرايه التاليه,"[5, 30, 3, 22, 12, 33, 3, 6, 33, 27, 29, 3, 25, 33, 3, 5, 28, 22, 17, 14, 5, 33, 31, 3, 5, 28, 7, 5, 28, 33, 31]",31,31
hassaniya_0253,بيهل موريتاني ظرك,بيهل موريتاني ظرك,"[6, 33, 31, 28, 3, 29, 32, 14, 33, 7, 5, 30, 33, 3, 21, 14, 27]",17,17
hassaniya_0254,هذ الثاني شمن الناس ينهك و يسرك ولا يمشي,هذ الثاني شمن الناس ينهك و يسرك ولا يمشي,"[31, 13, 3, 5, 28, 8, 5, 30, 33, 3, 17, 29, 30, 3, 5, 28, 30, 5, 16, 3, 33, 30, 31, 27, 3, 32, 3, 33, 16, 14, 27, 3, 32, 28, 5, 3, 33, 29, 17, 33]",40,40
